id,title,abstract,publication_date,cpc_codes
US-5989282-A,Suture anchor,"An improved suture anchor is formed from body tissue. The body tissue is shaped to a desired configuration for the anchor and defines a passage through the anchor. A suture is inserted into the passage in the body tissue of the anchor. The anchor is then positioned in a patient&#39;s body with a suture extending into the passage in the anchor. The anchor may be formed of osseous body tissue, hard compact bone, dense connective body tissue, or other body tissue. The body tissue may be dried so that it absorbs fluid and expands upon being inserted into a patient&#39;s body.",19991123,A61B2017/00526; A61B17/1637; A61B2017/0417; A61B2017/0417; A61B2017/0414; A61B2017/00526; A61B2017/0409; A61B17/0401; A61B17/1637; A61B2017/00933; A61B17/0401; A61B2017/0414; A61B2017/0409; A61B2017/00933
US-6059797-A,Self-disposing ligating band dispenser,"A self-disposing ligating band dispenser is formed of a member having predisposed windings, where the windings form a surface to support one or more expanded ligating bands. The wound member has a free portion which enables a properly oriented displacement of the free portion to effect the unwinding of the dispenser, and the dispensing of one or more stored ligating bands.",20000509,A61B2090/037; A61B2017/12018; A61B2017/00296; A61B2017/00296; A61B17/12013; A61B17/12009; A61B2090/037; A61B2017/12018; A61B17/12013; A61B17/12009
US-4781182-A,Apparatus and method for use in performing a surgical operation,"Apparatus and methods for use in performing surgical operations such as anterior or posterior cruciate ligament reconstructions wherein the apparatus has means for positioning a target area at the center of a an arc of a circle so that when the target area is positioned at a location relative to the anatomical center of the original attachment of the cruciate ligaments on the tibia and femur bones, kirschner wires may be pushed through guide means having a longitudinal axis coinciding with a ray emanating from the center of the circle and indicate the proper location for holes in the tibia and femur for the proper attachment of a cruciate ligament graft substitute. The apparatus is also used in the placement of kirschner wires to serve as guide wires in the performance of an osteotomy.",19881101,A61B17/1714; A61B17/1714; A61B17/1764; A61B17/1764
US-2022134537-A1,Transformation of joint space coordinates using machine learning,"Apparatuses, systems, and techniques to map coordinates in task space to a set of joint angles of an articulated robot. In at least one embodiment, a neural network is trained to map task-space coordinates to joint space coordinates of a robot by simulating a plurality of robots at various joint angles, and determining the position of their respective manipulators in task space.",20220505,B25J9/163; B25J9/163; G05B2219/39064; B25J9/1676; B25J9/1664; B25J9/023; G05B13/0265; B25J9/023; B25J9/1664; G05B2219/39064
US-2022387110-A1,Use of bony landmarks in computerized orthopedic surgical planning,"A computing system generates, based on medical imaging data of bones of a joint of a patient, bony landmark data that characterizes relationships between two or more landmarks on one or more of the bones of the joint of the patient. Additionally, the computing system applies a classifier algorithm that has been trained using training data to select a class associated with the patient from among a plurality of classes. The classifier algorithm takes the bony landmark data of the patient as input.",20221208,A61B2034/108; A61B34/10; A61F2/40; G16H50/20; G16H20/40; G16H30/40; A61B6/5217; A61B5/7267; G16H50/70; A61B5/4576; A61B6/505; A61B2576/02; A61B34/10; A61B2034/108; A61F2/40
US-2023146679-A1,Method and System for Determining a Safety Criterion during an Autonomous Manipulation of a Surgical Tool by a Robotic System to Treat an Anatomical Structure,"The invention relates to a method for determining a safety criterion during an autonomous manipulation of a surgical tool (13) by a robotic system (1) to treat an anatomical structure (B) according to a planned trajectory (T3D) in a 3D image (I3D), said 3D image being registered with a patient tracker (30), and the robotic system (1) being servo-controlled on the movements of the patient tracker (30), the method comprising: a. acquiring at least one 2D X-ray image (I2D) containing the anatomical structure and the surgical tool by an X-ray imaging system (2), and for each at least one 2D X-ray acquisition: i. synchronously localizing the surgical tool andregistering the 2D X-ray image (I2D) with the 3D image (I3D) in a region of interest around the anatomical structure, iii. generating a projection onto the 2D X-ray image (I2D) of a model of the surgical tool in its position relative to the 3D image computed in step (i) (‘projected localized position’), iv. determining a real position of the surgical tool on the 2D X-ray image (I2D) (‘real position’), b. determining a safety criterion from a similarity information between each real position and each projected localized position of the surgical tool on the at least one 2D X-ray image.",20230511,G06T7/30; G06T7/70; G06T2207/10116; A61B90/39; A61B2090/3983; A61B2090/3764; A61B2034/107; A61B34/10; A61B6/06; A61B34/32; A61B2034/2059; A61B2090/376; A61B17/1757; A61B2034/2059; A61B2034/102; A61B34/10; A61B34/32; A61B2034/2065; A61B34/20; A61B17/1626; A61B6/547; A61B34/20; A61B2034/2051; A61B6/12; A61B2034/107; A61B2034/2055; A61B2090/3983; A61B2034/2065; A61B2034/2059; A61B34/32; A61B6/547; A61B6/12; A61B6/06; A61B34/20; A61B90/39; A61B2034/102; A61B34/10; A61B2034/107
US-9547380-B2,Multi-degrees-of-freedom hand controller,"Disclosed is a controller including a first control member, a second control member that extends from a portion of the first control member, and a controller processor that is operable to produce a rotational movement output signal in response to movement of the first control member, and a translational movement output signal in response to movement of the second control member relative to the first control member. The rotational movement output signal may be any of a pitch movement output signal, a yaw movement output signal, and a roll movement output signal, and the translational movement output signal may be any of an x-axis movement output signal, a y-axis movement output signal, and a z-axis movement output signal. In exemplary embodiments, the first control member may be gripped and moved using a single hand, and the second control member may be moved using one or more digits of the single hand, thus permitting highly intuitive, single-handed control of multiple degrees of freedom, to and including, all six degrees of rotational and translational freedom without any inadvertent cross-coupling inputs.",20170117,G08C19/16; A61B34/37; G06F3/0346; A61B2560/0487; G06F3/0338; G05B2219/45123; A61B34/37; A61B34/74; A61B2560/0487; A61B5/7475; A61B34/30; G05B2219/45123; A61B34/30; A61B5/7475; A61B34/74; G08C19/16; G08C19/16; G06F3/0338; A61B5/7475; G05B2219/45123; G06F3/0346; A61B34/74; A61B34/30; A61B34/37; A61B2560/0487
US-10575913-B2,Systems and methods for selectively activating virtual guide geometries,"A surgical system includes a robotic device, an end effector mounted on the robotic device, and a processing circuit. The processing circuit is configured to generate a plurality of virtual geometries, each virtual geometry associated with a surgical task, track a position of the end effector, and determine whether the position of the end effector is at a location corresponding to a first virtual geometry of the plurality of virtual geometries. In response to a determination that the position of the end effector is at the location corresponding to the first virtual geometry, the processing circuit is configured to control the robotic device to facilitate completion of a first surgical task associated with the first virtual geometry.",20200303,A61B2034/2057; A61B2034/2055; G06F3/04847; A61B34/76; G06F3/04847; A61B2034/2068; A61B34/76; G06F3/0346; A61B34/25; A61B34/30; G06F3/033; G06F3/0482; G06F3/016; G06F3/016; A61B34/30; G06F3/0338; G06F3/0346; A61B34/20; A61B34/30; G06F3/016; G06F3/0338; G06F3/0346; A61B2034/2068; A61B34/25; A61B34/76; A61B2034/2057; A61B2034/2055; G06F3/0482; G06F3/033; G06F3/04847; A61B34/20
US-2007198022-A1,Patient Selectable Joint Arthroplasty Devices and Surgical Tools,"Disclosed herein are methods, compositions and tools for repairing articular surfaces repair materials and for repairing an articular surface. The articular surface repairs are customizable or highly selectable by patient and geared toward providing optimal fit and function. The surgical tools are designed to be customizable or highly selectable by patient to increase the speed, accuracy and simplicity of performing total or partial arthroplasty.",20070823,A61F2/30942; A61B34/20; A61B17/154; A61F2/30756; A61B17/155; A61B17/155; A61B17/1767; A61B2017/568; A61B5/4533; A61B17/1767; A61B17/1703; A61B5/4523; A61B34/20; A61B17/1675; A61B17/1739; A61B5/4504; A61B17/1677; A61B5/4514; A61B17/1746; A61B5/4523; A61B34/10; A61F2/38; A61B2034/108; A61B17/158; A61B17/1682; A61B17/1746; A61B5/4533; A61B2017/568; A61B5/4528; A61B2034/105; G06F30/00; A61B17/1666; A61B2034/108; A61B5/4504; Y10T29/49; A61B17/1666; A61B17/1675; A61B2017/568; B33Y80/00; A61B17/15; A61B34/10; B33Y80/00; A61F2/30756; A61B5/4528; A61B5/4514; A61F2/38; A61F2/30942; A61B17/157; A61B17/157; A61B17/158; Y10T29/49; A61B17/154; A61B2034/105; A61B17/154; G06F30/10
US-2021212782-A1,Surgical hub coordination of control and communication of operating room devices,Various surgical hubs are disclosed. A surgical hub is for use with a surgical system in a surgical procedure performed in an operating room. The surgical hub comprises a control circuit configured to: pair the surgical hub with a first device of the surgical system; assign a first identifier to the first device; pair the surgical hub with a second device of the surgical system; assign a second identifier to the second device; and selectively pair the first device with the second device based on perioperative data.,20210715,G16H40/20; G16H40/20; A61B2034/304; G16H40/40; A61B2017/00477; A61B34/77; A61B2017/00225; A61B90/361; G16H40/60; A61B34/35; G16H40/40; A61B2034/302; A61B34/76; A61B90/37; A61B2017/00221; A61B2017/00199; A61B2034/305; G16H40/60; A61B34/25; G16H40/20; G16H40/60; A61B34/76; G16H40/40; A61B34/25; A61B2034/302; A61B34/35
US-2022110620-A1,Force-indicating retractor device and methods of use,"Devices, systems, and methods for measuring a force applied to a joint during a surgical procedure are disclosed. The device includes an insertion tool, a handle, and one or more force indicators. The insertion tool includes an insertion end and a base end. The one or more force indicators may be attached to the insertion tool and the handle. The insertion end of the device may be inserted into a joint during a surgical procedure and used to apply a force to the joint and/or measure the force using the one or more force indicators when the force is applied.",20220414,A61B2034/2068; A61B2034/2065; A61B2034/107; A61B2034/105; A61B34/10; A61B34/76; A61B34/30; A61B90/96; A61B34/20; A61B17/02; A61B2090/065; A61B34/30; A61B2090/363; A61B2017/0275; A61B2090/3954; A61B2034/107; A61B90/96; A61B17/025; A61B2034/105; A61B34/30; A61B90/37; A61B90/39; A61B2090/3925; A61B2017/0268; A61B2017/00203; A61B2034/2051; A61B2090/364; A61B2017/00207; A61B2017/00203; A61B2090/065; A61B2090/3937; A61B2017/00039; A61B2562/0261; A61B2017/0268; A61B17/025; A61B2017/00221; A61B2090/365; A61B2562/0261; A61B2017/00221; A61B2090/363; A61B2034/2063; A61B2090/3945; A61B2017/00207; A61B34/20; A61B2017/0275; A61B2034/2055; A61B2034/105; A61B90/96; A61B2034/2063; A61B2034/2051; A61B2034/107; A61B34/20; A61B2034/2055; A61B2017/00022; A61B2090/365; A61B2017/0268; A61B34/30; A61B90/39; A61B90/96; A61B34/20; A61B2017/00221; A61B17/025; A61B2017/0275
US-2021081042-A1,Control-Point Activation Condition Detection For Generating Corresponding Control Signals,A device and method for detecting control-point activation conditions corresponding to a portion of a glove body coming in contact with or being within a threshold distance from at least one of another portion of the glove body or a control surface separate from the glove body. The glove may include a conductive path attached to the glove body and an expanded conductive area conductively coupled to the conductive path and attached to the glove body. The expanded conductive area may be wider than individual portions of the conductive path.,20210318,G06F1/163; G06F3/017; G06F3/0346; G06F3/011; G06F3/014; A61B5/1125; A61B5/27; A61B5/6806; G06F3/017; A61B5/6806; G06F3/0304; G06F3/014; G06F1/163; G06F3/017; G06F1/163; G06F3/014; G06F3/0304; A61B5/6806
US-9737369-B2,Surgical apparatus and procedure,A computer assisted surgery method and apparatus for determining a change in a property of a joint of a patient caused by an arthroplasty procedure is described. The relative position of a first bone and a second bone of the joint is determined with the joint in a first position. The position of a pre-operative center of motion of the joint relative to the first bone is determined. The position of the second bone relative to the pre-operative center of motion is determined using the relative position of the first and second bones. The position of a post-operative center of motion resulting from a prosthetic component to be used in the joint is determined. The position of the second bone relative to the post-operative center of motion is determined. Any change in the property of the joint. is determined from the difference between the position of the second bone relative to the pre-operative center of motion and the position of the second bone relative to the post-operative center of motion.,20170822,A61B34/20; A61B2090/061; A61B34/10; A61B34/20; A61B34/10; A61B2090/061
US-2021361362-A1,Surgical system with base tracking,"A surgical system includes an arm extending from the base and having a distal end configured to be coupled to a tool, a first marker coupled in fixed relation to the base, and a tracking system. The tracking system is configured to collect first data indicative of a position of the first marker and collect second data indicative of a position an anatomical feature of a patient. The surgical system also includes a processor configured to calculate a position of the tool relative to the anatomical feature based on the first data and the second data.",20211125,G16H40/40; A61B34/30; A61B2090/363; A61B2017/00725; A61B90/03; A61B2017/00694; A61B2090/363; A61B2017/00712; A61B2034/2059; A61B17/1764; A61B2017/00694; A61B34/71; A61B2034/2059; A61B2017/00712; A61B34/10; A61B2034/2055; A61B2034/207; A61B2034/305; A61B90/03; A61B34/25; A61B34/76; A61B2034/2068; A61B34/20; A61B2034/108; A61B2034/2065; A61B34/25; A61B2034/2055; A61B34/71; A61B2034/305; A61B2090/3983; A61B2034/107; A61B2090/3983; A61B2034/2072; A61B2034/102; A61B2034/108; A61B2017/00119; A61B2090/364; A61B2034/207; A61B17/1764; A61B34/76; A61B2090/364; A61B34/20; A61B2034/107; A61B2034/2068; A61B2034/2065; A61B2017/00725; A61B34/30; A61B2034/102; A61B2017/00119; A61B2034/2055; A61B2034/107; A61B2034/305; A61B17/1764; A61B2034/207; A61B2090/3983; A61B2090/364; A61B34/20; A61B34/30; A61B2034/2065; A61B34/71; A61B90/03; A61B34/25; A61B2034/108; A61B2034/2068; A61B34/76; A61B2017/00119; A61B2034/102; A61B2090/363; A61B34/10; A61B2034/2059
US-2008187101-A1,Orthovoltage radiotherapy,"A radiosurgery system is described that is configured to deliver a therapeutic dose of radiation to a target structure in a patient. In some embodiments, inflammatory ocular disorders are treated, specifically macular degeneration. In some embodiments, the ocular structures are placed in a global coordinate system based on ocular imaging. In some embodiments, the ocular structures inside the global coordinate system lead to direction of an automated positioning system that is directed based on the ocular structures within the coordinate system. In some embodiments, the position of the ocular structure is tracked and related to the status of the radiosurgery system. In some embodiments, a treatment plan is utilized in which beam energy and direction and duration of time for treatment is determined for a specific disease to be treated and/or structures to be avoided. In some embodiments, the structure is an eye and the eye is tracked by the system. In some embodiments, the eye is held in place and in some embodiments, the eye is fixed by the patient. In some embodiments, a fiducial is placed on the eye to aid in positioning. In some embodiments, a reflection off the eye is used to aid in positioning. In some embodiments, radiodynamic therapy is described in which radiosurgery is used in combination with other treatments and can be delivered concomitant with, prior to, or following other treatments.",20080807,A61N5/10; A61B5/00; A61F9/007; A61F9/009; A61N2005/1091; A61B2017/306; A61B6/506; A61N5/103; A61N2005/1056; A61N5/103; A61N2005/1091; A61N5/1049; A61N2005/105; A61F9/009; A61B2017/306; A61B6/506; A61N5/1049; A61N5/1017; A61N2005/1056; A61N5/1017; A61N2005/105
KR-101819531-B1,Medical robotic system with coupled control modes,"커플형 제어 모드에서, 의사는 입력 장치와 연계된 종속 조작장치의 움직임을 직접 제어하면서, 직접 제어되는 종속 조작장치의 명령받은 동작에 응하여 하나 이상의 비-연계된 종속 조작장치의 움직임을 간접적으로 제어하여 이차적인 목적을 달성한다.  커플형 제어 모드를 통해 이차적인 작업을 자동으로 수행함으로써 의사가 다른 직접 모드로 전환하여 원하는 이차적인 목적을 수동으로 달성해야 할 필요가 줄어들어 시스템의 활용성이 증진된다.  따라서, 커플형 제어 모드는 의사로 하여금 의료 시술을 수행하는데 더 잘 집중하고, 시스템 관리에는 주의를 덜 기울일 수 있도록 한다.",20180117,A61B2034/2061; A61B34/72; A61B90/361; A61B1/0055; A61B1/018; A61B1/018; A61B2034/306; A61B2034/305; A61B2017/3447; A61B90/37; A61B34/72; A61B2017/3447; A61B1/00087; A61B34/30; A61B34/20; A61B2034/306; A61B2034/2061; A61B2034/305; A61B34/71; A61B2034/301; A61B1/00193; A61B2034/301; A61B34/30; A61B1/0055; A61B2017/00278; A61B1/00193; A61B2017/00694; A61B2017/00278; A61B2017/00694; A61B34/71; A61B34/20; A61B1/00087; A61B90/361; A61B34/37; A61B34/37; A61B2034/301; A61B2017/3447; A61B1/018; A61B1/0055; A61B1/00193; A61B1/00087; A61B90/37; A61B90/361; A61B34/71; A61B34/37
US-2019042003-A1,Controller with Situational Awareness Display,"A hand controller for commanding or controlling a target, such as a remote vehicle or a virtual target, includes a display mounted on a free end of a joystick for indicating graphically a direction of the remote vehicle from the hand controller and an orientation of the target relative to the hand controller&#39;s frame of reference, based on the location and orientation of the target received by the hand controller from the target and the location and orientation of the hand controller.",20190207,G05D1/048; G06F3/0346; G06F3/0346; G05D1/0016; G05D1/0206; G05D1/0011; G08B5/36; G05D1/0022; G05D1/048; G05D1/0022; G06F3/0346; G08B5/36; G05D1/0011; G05D1/0016
US-2020188046-A1,Surgical tool performance via measurement and display of tissue tension,"A method includes advancing an end effector of a surgical tool to a surgical site, setting a desired force vector to be assumed on the end effector during actuation of the end effector, engaging tissue at the surgical site with the end effector and calculating a force vector assumed on the end effector, and maneuvering the end effector to obtain the desired force vector.",20200618,A61B2217/007; A61B2217/005; A61B2090/065; A61B17/29; A61B2034/742; A61B2090/376; A61B34/76; A61B2090/374; A61B34/77; A61B2090/373; A61B2034/305; A61B2034/741; A61B2034/2048; A61B2090/066; A61B2090/064; A61B2034/2059; A61B2017/2927; A61B2034/743; A61B2034/744; A61B2034/252; A61B34/35; A61B17/07207; A61B2090/378; A61B17/072; A61B34/37; A61B90/37; A61B34/25; A61B2017/00477; A61B34/20; A61B2034/305; A61B17/29; A61B34/77; A61B34/35; A61B34/76
US-2017354470-A1,"Robotic Surgical Devices, Systems and Related Methods","The various inventions relate to robotic surgical devices, consoles for operating such surgical devices, operating theaters in which the various devices can be used, insertion systems for inserting and using the surgical devices, and related methods.",20171214,A61B2017/00309; A61B2090/571; A61B34/74; A61B2017/00314; A61B2018/00178; A61B1/0016; A61B2017/00327; A61B1/045; A61B2034/742; A61B90/37; A61B2017/00473; A61B34/77; A61B34/32; A61B2018/00595; A61B1/051; A61B2034/302; A61B90/11; A61B90/361; A61B1/008; A61B2018/1253; A61B2018/00589; A61B1/00128; A61B34/76; A61B1/0052; A61B34/76; A61B18/1206; A61B2017/2906; A61B17/3423; A61B2034/301; A61B2017/00199; A61B2017/347; A61B2090/506; A61B2034/742; A61B2018/00595; A61B2018/00601; A61B34/30; A61B2017/00101; A61B2017/00314; A61B1/3132; A61B18/1482; A61B1/06; A61B1/0016; A61B34/76; A61B2018/00178; A61B1/00128; A61B18/1206; A61B34/74; A61B18/1482; A61B2034/302; A61B2034/742; A61B1/0052; A61B2018/1253; A61B2018/00595; A61B2017/00314; A61B2017/00199; A61B34/30; A61B1/051; A61B1/06; A61B2017/00101; A61B1/3132; A61B34/32; A61B1/008; A61B2034/301; A61B34/77; A61B1/045; A61B2034/305; A61B2034/302; A61B90/37; A61B90/361; A61B34/70; A61B2034/301; A61B34/30; A61B34/30; A61B2017/2906; A61B2090/506; A61B2017/347; A61B90/11; A61B17/3423; A61B17/02; A61B2090/571; A61B2017/00327; A61B90/37; A61B90/361; A61B2017/00309; A61B2017/00473
US-2015290802-A1,Vision-guided robots and methods of training them,"Via intuitive interactions with a user, robots may be trained to perform tasks such as visually detecting and identifying physical objects and/or manipulating objects. In some embodiments, training is facilitated by the robot&#39;s simulation of task-execution using augmented-reality techniques.",20151015,G06V30/1914; G06F18/28; G06N7/01; G06F18/28; G06V30/194; G06V10/235; G06V30/1914; G05B2219/39466; B25J9/163; B25J9/1697; G06N99/005; G06V10/235; G06V10/235; G06V30/194; G06V30/194; G06N20/00; G06N20/00; G05B19/423; Y10S901/47; G06N20/00; G05B2219/40116; G05B2219/39451; Y02P90/80; G06N5/025; Y10S901/47; B25J13/084; Y02P90/80; Y10S901/09; G05B2219/39466; B25J9/0087; B25J9/163; B25J9/1676; Y10S901/01; Y10S901/47; Y10S901/31; B25J9/1697; Y10S901/46; Y10S901/03; B25J9/1671; B25J11/0005; Y10S901/46; Y10S901/09; Y10S901/01; G05B19/423; B25J11/0005; G05B2219/40116; Y10S901/31; Y10S901/01; B25J9/1676; B25J9/0087; B25J9/1682; G05B2219/39451; Y10S901/46; B25J9/163; G05B19/42; G05B2219/39466; B25J9/1671; B25J9/1682; Y10S901/09; G05B19/42; Y10S901/03; G06F17/00; Y10S901/03; B25J9/1697; Y10S901/31; B25J9/1697; B25J9/1676; G05B2219/39451; B25J11/0005; B25J9/0087; G05B2219/40116
US-2020214709-A1,Method for anastomosing alimentary tract,A method for anastomosing an alimentary tract according to a first aspect of the invention includes a first step of inserting an endoscope into an alimentary tract through a natural opening in a state where a distal end part of a tube body is coupled to an outer periphery of a distal end part of the endoscope; a second step of making a hole in a tract wall of the alimentary tract; a third step of inserting the tube body through the hole; a fourth step of grasping the distal end part of the tube body disposed through the hole; a fifth step of separating the tube body from an outer periphery of the distal end part of the endoscope; and a sixth step of delivering the treatment part up to the hole after the fifth step.,20200709,A61B1/005; A61B17/115; A61B1/273; A61B1/0014; A61B1/0014; A61B1/00073; A61B2017/1125; A61B2090/08021; A61B17/1114; A61B17/1155; A61B2017/1139; A61B2017/00296; A61B34/20; A61B2034/2055; A61B2017/00477; A61B2017/00336; A61B2090/3937; A61B2090/037; A61B17/1155; A61B2017/1125; A61B2034/2055; A61B17/1114; A61B34/20; A61B17/29; A61B1/3132; A61B2017/1139; A61B17/1155; A61B1/3132; A61B2034/2055; A61B17/29; A61F2002/044; A61B34/20; A61B17/1114
US-9204879-B2,Flexible drive member,"A surgical tool can comprise an end effector, a shaft, an articulation joint rotatably connecting the end effector to the shaft, and a translatable drive member which can at least partially extend through the articulation joint. The drive member can be resiliently flexible or bendable to accommodate the articulation of the end effector. The drive member can comprise a body including a plurality of articulation joints defined therein. The articulation joints can be intrinsic to the drive member body and can form an array or lattice of articulation joints. The drive member can also comprise a drive thread extending around the body. The drive thread can be configured to outwardly constrain the portions of the body when the drive member is articulated. The drive member can also comprise a flexible inner core extending therethrough which can be configured to inwardly constrain the articulated body portions.",20151208,A61B17/062; A61B17/062; A61B2017/2926; A61B2017/2903; A61B2017/00477; A61B2017/00353; A61B2017/00353; A61B2017/2943; A61B2017/00398; A61B2017/2943; A61B17/062; A61B2017/00398; A61B2034/306; A61B2017/00858; A61B17/29; A61B17/062; A61B2017/2905; A61B2017/320032; A61B2017/2933; A61B2017/2825; A61B2017/2903; A61B2018/1455; A61B17/07207; A61B17/07207; A61B2018/1455; A61B2017/320032; A61B34/30; A61B2017/00314; A61B34/35; A61B17/072; A61B2017/00858; A61B2017/2929; A61B2034/302; A61B2017/2927; A61B2017/2943; A61B2017/2926; A61B2017/2903; A61B2017/00314; A61B18/1445; A61B2017/00858; A61B2017/00734; A61B2017/00353; A61B34/37; A61B2017/2905; A61B2017/2933; A61B2034/302; A61B2017/2927; A61B2017/2929; A61B2017/2929; A61B2017/2825; A61B2018/1455; A61B2017/2905; A61B2017/00477; A61B17/29; A61B2017/00734; A61B2017/2933; A61B18/1445; A61B34/30; A61B2017/00398; A61B2017/00734; A61B2017/2927; A61B2017/00477; A61B17/29; A61B2017/320032; A61B17/29; A61B2017/2825; A61B18/1445; A61B17/07207; A61B2017/00314; A61B17/07207; A61B2017/00314; A61B2019/2238; A61B2017/2903; A61B17/07207; A61B2017/2927; A61B17/29; A61B2017/2929; A61B2017/2905; A61B2017/2933; A61B2017/00398; A61B2017/00477; A61B19/2203; A61B2019/2223; A61B2018/1455; A61B2017/2943; A61B2017/00734; A61B18/1445; A61B2017/320032; A61B34/37; A61B2034/306; A61B2017/2926
US-9770172-B2,Multimodal segmentation in intravascular images,"The invention provides methods for detecting features of interest in cardiovascular images by receiving information from a first modality and transforming information from the first modality into a first coordinate space, receiving information from a second modality and transforming information from the second modality into a second coordinate space. The first coordinate space is aligned to the second coordinate space to combine information from the first modality and the second modality into a combined data set. The method can also involve detecting the feature of interest in a vascular image based on the combined data set.",20170926,A61B5/489; A61B5/0037; G06F18/253; G06F18/253; A61B5/061; A61B5/489; A61B8/4416; A61B5/0037; A61B8/445; G06K9/629; A61B5/0035; G06K2209/05; A61B2090/3966; A61B2090/364; A61B5/489; G06V2201/03; G06V2201/03; A61B2090/364; A61B8/445; A61B5/0035; A61B2090/3966; A61B2090/364; A61B2090/3966; A61B8/445; A61B8/4416; A61B8/4416; A61B5/0035; A61B5/061
US-10324487-B2,Multi-axis gimbal mounting for controller providing tactile feedback for the null command,"A gimbal support that senses rotational displacement and provides haptic feedback in one, two or three dimensions of a manually-operated control member used to generate control inputs using a single hand while also limiting cross-coupling.",20190618,G05G9/047; G05G1/015; G05G1/04; G05G2505/00; G05G2009/04718; G05G2009/04733; G05G5/03; G05G5/05; G05G5/05; G05G2009/04733; G05G2009/04718; G05G9/047; G05G2009/04733; G05G2009/04718; G05G9/047; G05G2505/00; G05G5/05; G05G5/03; G05G1/04; G05G1/015
US-7008226-B2,"Implant, in particular a dental implant","Am implant ( 1 ), in particular a dental implant, comprises surface regions ( 4 ) of a first type which have osseo-integrative, inflammation-inhibiting, infection-combating and/or growth-promoting properties, and surface regions ( 8 ) of a second type which consist of a material which is liquefiable by mechanical oscillations. The implant is positioned in an opening of e.g. a jawbone and then mechanical oscillations, e.g. ultrasound is applied to it while it is pressed against the jawbone. The liquefiable material is such liquefied at least partly and is pressed into unevennesses and pores of the surrounding bone tissue where after resolidification it forms a positive-fit connection between the implant and the bone tissue. The surface regions of the two types are arranged and dimensioned such that, during implantation, the liquefied material does not flow or flows only very little over the surface regions of the first type such enabling the biologically integrative properties of these surface regions to start acting directly after implantation. The dental implant comprises a central implant part ( 1 ) which for example consists of titanium, which comprises at its proximal end a fixation location ( 3 ) or an artificial tooth crown, and which forms the surface regions ( 4 ) of the first type. Furthermore the implant comprises a peripheral implant part ( 2 ) which consists of a liquefiable material and forms the surface regions ( 8 ) of the second type. The dental implant achieves with the help of the positive fit a very good (primary) stability which is later taken over by the (secondary) stability of the osseointegration when resorbable liquefiable materials are used or which is supplemented by the stability of osseointegration when non-resorbable liquefiable materials are used.",20060307,A61F2002/30593; A61F2/4611; A61F2002/30878; A61F2/447; A61F2002/4683; A61F2002/30067; A61F2/4611; A61C8/0019; A61F2002/4627; A61C8/0018; A61F2002/30062; A61B17/70; A61F2002/30088; A61L2430/02; A61F2002/30032; A61F2002/30064; A61F2002/30784; A61F2002/30899; A61F2002/30032; A61C8/0016; A61F2002/30064; A61F2002/30884; A61B17/68; A61F2210/008; A61C8/0016; A61F2002/30878; A61F2002/30067; A61F2002/30892; A61C8/0012; A61F2002/30784; A61F2210/0004; A61B17/68; A61B17/70; A61F2002/30892; A61C8/0012; A61F2250/003; A61F2/0077; A61F2/0077; A61F2002/4683; A61F2/447; A61C8/0016; A61F2002/30899; A61F2002/30088; A61F2250/003; A61F2002/30593; A61C8/0019; A61F2002/4627; A61F2002/30065; A61F2002/30062; A61C8/0012; A61F2210/0071; A61F2210/0071; A61B2017/00955; A61L2430/02; A61F2210/0004; A61C8/0018; A61F2/30767; A61F2210/008; A61F2002/30065; A61F2002/30884; A61B2017/00955; A61F2/30767; A61B17/68; A61C8/00; A61L27/50
US-7039866-B1,Method and apparatus for providing dynamic force sensations for force feedback computer applications,"A method and apparatus for providing dynamic force sensations for use with a force feedback interface device. A force feedback interface device is connected to a host computer that implements a graphical environment. The host sends commands and command parameters to the interface device to initiate and characterize dynamic force sensations output on a user manipulatable object, such as a joystick. The interface device can include a local microprocessor for implementing force sensations by controlling actuators and reading sensors according to the host commands. A dynamic force routine can control the dynamic force sensations by implementing a simulated physical system including a simulated mass capable of motion independent of the user object. The physical system provides forces on the user object influenced by motion of both the user object and the simulated mass.",20060502,G06F3/0383; A63B24/00; G06F3/038; G06F3/0383; A63B24/00; G06F3/016; A63F2300/1025; G05G2009/04777; G06F3/016; G05G9/047; H01H2003/008; G06F2203/014; G06F3/03543; G06F2203/015; G05G2009/04766; G05G2009/04766; G06F2203/014; G06F2203/015; A63F2300/1037; G05G9/047; G06F3/038; A63F2300/1025; G05G2009/04777; B25J9/1689; A63F2300/1037; B25J9/1689; H01H2003/008; G06F3/03543
